Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM
c,n_c,0.2840,0.3520,0.0660,1,22.4
y,c_y,0.4730,0.5390,0.0670,1,22.4
s,START_s,0.0000,0.0000,0.0670,0,16.2
u,s_u,0.3540,0.4210,0.0650,1,16.2
b,u_b,0.1290,0.1940,0.0680,1,16.2
t,b_t,0.4270,0.4950,0.0470,1,16.2
l,t_l,0.4410,0.4880,0.0730,1,16.2
e,l_e,0.2790,0.3520,0.0610,1,16.2
 ,e_ ,0.6860,0.7470,0.0960,1,16.2
t, _t,0.1750,0.2710,0.0170,1,16.2
t,t_t,0.0020,0.0190,0.0170,1,16.2
i,t_i,0.3480,0.3650,0.0970,1,16.2
m,i_m,0.1450,0.2420,0.0860,1,16.2
i,m_i,0.1160,0.2020,0.0670,1,16.2
g,i_g,0.7260,0.7930,0.0630,1,16.2
Backspace,g_Backspace,2.2190,2.2820,0.0570,1,16.2
p,START_p,0.0000,0.0000,0.0720,0,19.7
r,p_r,0.2930,0.3650,0.0750,1,19.7
e,r_e,0.0720,0.1470,0.0520,1,19.7
c,e_c,0.1000,0.1520,0.0650,1,19.7
o,c_o,0.2490,0.3140,0.0520,1,19.7
Backspace,o_Backspace,1.4850,1.5370,0.0690,1,19.7
i,Backspace_i,0.2500,0.3190,0.0730,1,19.7
s,i_s,0.2580,0.3310,0.0590,1,19.7
i,s_i,0.3190,0.3780,0.0680,1,19.7
o,i_o,0.0750,0.1430,0.0720,1,19.7
n,o_n,0.1460,0.2180,0.0680,1,19.7
t,START_t,0.0000,0.0000,0.0410,0,29.45
h,t_h,0.1160,0.1570,0.0870,1,29.45
e,h_e,0.1920,0.2790,0.0640,1,29.45
 ,e_ ,0.1540,0.2180,0.1180,1,29.45
s, _s,0.1220,0.2400,0.0650,1,29.45
m,s_m,0.4330,0.4980,0.0810,1,29.45
a,m_a,0.2550,0.3360,0.0700,1,29.45
l,a_l,0.3620,0.4320,0.0740,1,29.45
l,l_l,0.0560,0.1300,0.0730,1,29.45
e,l_e,0.2580,0.3310,0.0570,1,29.45
s,e_s,0.0900,0.1470,0.0760,1,29.45
t,s_t,0.2150,0.2910,0.0810,1,29.45
s,START_s,0.0000,0.0000,0.0870,0,20.34
e,s_e,0.1060,0.1930,0.0680,1,20.34
c,e_c,0.2200,0.2880,0.0610,1,20.34
u,c_u,0.4640,0.5250,0.0830,1,20.34
r,u_r,0.3580,0.4410,0.0620,1,20.34
i,r_i,0.4640,0.5260,0.1170,1,20.34
t,i_t,0.1830,0.3000,0.0690,1,20.34
y,t_y,0.0850,0.1540,0.0780,1,20.34
p,START_p,0.0000,0.0000,0.0580,0,18.76
a,p_a,0.3630,0.4210,0.0700,1,18.76
t,a_t,0.3940,0.4640,0.0710,1,18.76
t,t_t,0.0460,0.1170,0.0860,1,18.76
e,t_e,0.1320,0.2180,0.0630,1,18.76
r,e_r,0.0710,0.1340,0.0710,1,18.76
s,r_s,0.0940,0.1650,0.0520,1,18.76
Backspace,s_Backspace,0.5370,0.5890,0.0680,1,18.76
n,Backspace_n,0.2600,0.3280,0.0670,1,18.76
s,n_s,0.2150,0.2820,0.0610,1,18.76
s,START_s,0.0000,0.0000,0.0710,0,26.3
e,s_e,0.1030,0.1740,0.0660,1,26.3
c,e_c,0.2460,0.3120,0.0530,1,26.3
u,c_u,0.3300,0.3830,0.0820,1,26.3
r,u_r,0.2260,0.3080,0.0800,1,26.3
e,r_e,0.0910,0.1710,0.0510,1,26.3
 ,e_ ,0.7030,0.7540,0.0910,1,26.3
s, _s,0.3340,0.4250,0.0530,1,26.3
y,s_y,0.3070,0.3600,0.0710,1,26.3
s,y_s,0.1860,0.2570,0.0680,1,26.3
t,s_t,0.1930,0.2610,0.0900,1,26.3
e,t_e,0.1220,0.2120,0.0520,1,26.3
m,e_m,0.3920,0.4440,0.0820,1,26.3
s,m_s,0.2340,0.3160,0.0580,1,26.3
j,START,0.0,0.0,0.027673959732055664,1,13.13
y,j_y,0.1848926544189453,0.21256661415100098,0.07210111618041992,0,13.13
o,y_o,0.43608617782592773,0.5081872940063477,0.06952929496765137,0,13.13
t,o_t,0.27089953422546387,0.34042882919311523,0.06350827217102051,0,13.13
h,t_h,0.20955228805541992,0.27306056022644043,0.06291747093200684,0,13.13
i,h_i,0.2161242961883545,0.27904176712036133,0.05184817314147949,0,13.13
<space>,i_<space>,1.306140422821045,1.3579885959625244,0.061335086822509766,0,13.13
p,<space>_p,0.3099958896636963,0.37133097648620605,0.0655059814453125,0,13.13
r,p_r,0.44298553466796875,0.5084915161132812,0.04965043067932129,0,13.13
i,r_i,0.4303312301635742,0.4799816608428955,0.07482147216796875,0,13.13
y,i_y,0.31278419494628906,0.3876056671142578,0.06591534614562988,0,13.13
a,y_a,0.20926666259765625,0.27518200874328613,0.04439902305603027,0,13.13
<backspace>,a_<backspace>,1.2337992191314697,1.2781982421875,0.8419816493988037,0,13.13
h,<backspace>_h,2.2262625694274902,3.068244218826294,0.0957484245300293,0,13.13
e,h_e,0.1840980052947998,0.2798464298248291,0.05381369590759277,0,13.13
l,e_l,0.40230226516723633,0.4561159610748291,0.0661931037902832,0,13.13
l,l_l,0.06228971481323242,0.12848281860351562,0.07990169525146484,0,13.13
o,l_o,0.08152914047241211,0.16143083572387695,0.06802988052368164,0,13.13
<space>,o_<space>,0.08646106719970703,0.15449094772338867,0.08772730827331543,0,13.13
w,<space>_w,0.23389339447021484,0.3216207027435303,0.0578608512878418,0,13.13
o,w_o,0.36908435821533203,0.42694520950317383,0.06585216522216797,0,13.13
r,o_r,0.21784496307373047,0.28369712829589844,0.05746030807495117,0,13.13
l,r_l,0.26180458068847656,0.31926488876342773,0.07624220848083496,0,13.13
d,l_d,0.29370784759521484,0.3699500560760498,0.062044620513916016,0,13.13
<space>,d_<space>,1.141796588897705,1.203841209411621,0.06609129905700684,0,13.13
n,<space>_n,0.848372220993042,0.9144635200500488,0.07603669166564941,0,13.13
i,n_i,0.13788056373596191,0.21391725540161133,0.05028676986694336,0,13.13
c,i_c,0.3875694274902344,0.43785619735717773,0.07418513298034668,0,13.13
e,c_e,0.1415717601776123,0.21575689315795898,0.06842708587646484,0,13.13
<space>,e_<space>,0.10544657707214355,0.1738736629486084,0.09444332122802734,0,13.13
h,<space>_h,0.3408396244049072,0.43528294563293457,0.07746124267578125,0,13.13
a,h_a,0.17763566970825195,0.2550969123840332,0.05270552635192871,0,13.13
c,a_c,0.3934624195098877,0.4461679458618164,0.06183624267578125,0,13.13
k,c_k,0.30000925064086914,0.3618454933166504,0.06249833106994629,0,13.13
t,START,0.0,0.0,0.003999233245849609,1,27.1
y,t_y,0.09046530723571777,0.09446454048156738,0.06371521949768066,0,27.1
p,y_p,0.26182126998901367,0.32553648948669434,0.08576750755310059,0,27.1
e,p_e,0.26061105728149414,0.3463785648345947,0.07287168502807617,0,27.1
<space>,e_<space>,0.13828253746032715,0.21115422248840332,0.08020782470703125,0,27.1
a,<space>_a,0.2481691837310791,0.32837700843811035,0.09951066970825195,0,27.1
<space>,a_<space>,0.1482987403869629,0.24780941009521484,0.07041096687316895,0,27.1
r,<space>_r,0.13797450065612793,0.20838546752929688,0.08520746231079102,0,27.1
a,r_a,0.11457133293151855,0.19977879524230957,0.04411458969116211,0,27.1
n,a_n,0.6019866466522217,0.6461012363433838,0.06621980667114258,0,27.1
d,n_d,0.5537967681884766,0.6200165748596191,0.07440066337585449,0,27.1
o,d_o,0.2978096008300781,0.3722102642059326,0.07145571708679199,0,27.1
m,o_m,0.14723491668701172,0.2186906337738037,0.07072997093200684,0,27.1
<space>,m_<space>,0.13586091995239258,0.20659089088439941,0.07844352722167969,0,27.1
s,<space>_s,0.3720536231994629,0.4504971504211426,0.06828808784484863,0,27.1
e,s_e,0.11406397819519043,0.18235206604003906,0.05763506889343262,0,27.1
n,e_n,0.38801121711730957,0.4456462860107422,0.06262373924255371,0,27.1
t,n_t,0.19942259788513184,0.26204633712768555,0.06184720993041992,0,27.1
e,t_e,0.13401293754577637,0.1958601474761963,0.05511951446533203,0,27.1
n,e_n,0.3923990726470947,0.44751858711242676,0.06076788902282715,0,27.1
c,n_c,0.24605441093444824,0.3068222999572754,0.06785082817077637,0,27.1
e,c_e,0.1424696445465088,0.21032047271728516,0.05565237998962402,0,27.1
