Predicted_User,Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM,Grid_Distance,Instant_WPM
User_1,a,<space>_a,0.0385763645172119,0.0985746383666992,0.0855605602264404,0,98.32,0.0,121.73516635546571
User_1,p,<space>_p,0.0884089469909668,0.1706330776214599,0.0371983051300048,0,97.15,0.0,70.3263409842571
User_1,<space>,1_<space>,0.2225422859191894,0.2861058712005615,0.0822241306304931,0,97.15,0.0,41.942515718553516
User_1,1,<space>_1,0.0725977420806884,0.1257133483886718,0.063563585281372,0,97.15,0.0,95.45525716886671
User_1,<space>,r_<space>,0.0159335136413574,0.0836613178253173,0.0531156063079834,0,97.15,0.0,143.43546470372002
User_1,r,e_r,0.0868077278137207,0.1330745220184326,0.0677278041839599,0,97.15,1.0,90.1750374000054
User_1,e,s_e,0.0829970836639404,0.1592645645141601,0.0462667942047119,0,97.15,1.12,75.34632726750141
User_1,s,u_s,0.022357702255249,0.0622739791870117,0.0762674808502197,0,97.15,4.61,192.69685600085765
User_1,u,<space>_u,0.1117391586303711,0.1690187454223632,0.0399162769317626,0,97.15,0.0,70.99804208114928
User_1,<space>,m_<space>,0.0675325393676757,0.1311028003692627,0.0572795867919921,0,97.15,0.0,91.53122561990234
User_1,m,a_m,0.0796959400177002,0.0387673377990722,0.0635702610015869,1,97.15,6.28,309.53892326047696
User_1,a,<space>_a,0.0409286022186279,0.1016030311584472,0.0821726322174072,0,97.15,0.0,118.10671259685473
User_1,<space>,i_<space>,0.122124433517456,0.1587305068969726,0.0606744289398193,0,97.15,0.0,75.59983417547362
User_1,i,<space>_i,0.2242915630340576,0.2995548248291015,0.0366060733795166,0,97.15,0.0,40.05944490076599
User_1,<space>,o_<space>,0.0328693389892578,0.0873198509216308,0.0752632617950439,0,97.15,0.0,137.42579577660925
User_1,o,l_o,0.0656964778900146,0.1254439353942871,0.054450511932373,0,97.15,1.12,95.66026418321772
User_1,l,l_l,0.0749030113220214,0.1157774925231933,0.0597474575042724,0,97.15,0.0,103.64708838029188
User_1,t,i_t,0.0223207473754882,0.0585415363311767,0.0638127326965332,0,97.15,3.0,204.9826627732234
User_1,i,<space>_i,0.1289129257202148,0.1809470653533935,0.0362207889556884,0,97.15,0.0,66.31773760223048
User_1,<space>,t_<space>,0.1584694385528564,0.0585691928863525,0.0520341396331787,1,97.15,0.0,204.8858693218595
User_1,t,c_t,0.0999002456665039,0.1748583316802978,0.0861592292785644,0,97.15,2.39,68.626984397519
User_1,c,e_c,0.1009740829467773,0.1647915840148925,0.0749580860137939,0,97.15,2.12,72.81925270477126
User_1,e,r_e,0.0736894607543945,0.1377482414245605,0.0638175010681152,0,97.15,1.0,87.11544972116356
User_1,r,r_r,0.0872869491577148,0.1306893825531005,0.064058780670166,0,97.15,0.0,91.82077201355108
User_1,r,o_r,0.0640487670898437,0.1018400192260742,0.0434024333953857,0,97.15,5.0,117.8318709206177
User_1,o,c_o,0.0229449272155761,0.1074321269989013,0.0377912521362304,0,97.15,5.66,111.69843076943569
User_1,c,<space>_c,0.0594453811645507,0.0923552513122558,0.0844871997833252,0,97.15,0.0,129.9330555598582
User_1,<space>,e_<space>,0.0402109622955322,0.1127600669860839,0.032909870147705,0,97.15,0.0,106.42065334601975
User_1,e,s_e,0.0801813602447509,0.1607575416564941,0.0725491046905517,0,97.15,1.12,74.6465756837806
User_1,s,a_s,0.1264398097991943,0.0580992698669433,0.0805761814117431,1,97.15,1.0,206.54304309644402
User_1,a,e_a,0.0683405399322509,0.1311101913452148,0.1103274822235107,0,97.15,1.8,91.52606579914027
User_1,e,l_e,0.1415135860443115,0.0457065105438232,0.0627696514129638,1,97.15,6.58,262.54465408148917
User_1,l,p_l,0.0958070755004882,0.1330053806304931,0.0567934513092041,0,97.15,1.12,90.22191390390151
User_1,h,t_h,0.0078344345092773,0.0844879150390625,0.0485179424285888,0,84.64,1.8,142.03214737222322
User_1,t,<space>_t,0.0989027023315429,0.1214756965637207,0.0766534805297851,0,84.64,0.0,98.78519193100769
User_1,<space>,f_<space>,0.028104543685913,0.0957846641540527,0.0225729942321777,0,84.64,0.0,125.28101555693843
User_1,f,o_f,0.0441484451293945,0.0910563468933105,0.0676801204681396,0,84.64,4.61,131.78653009284722
User_1,o,<space>_o,0.1590960025787353,0.238300085067749,0.046907901763916,0,84.64,0.0,50.35667526760801
User_1,<space>,e_<space>,0.1096982955932617,0.0060014724731445,0.0792040824890136,1,84.64,0.0,1200.0
User_1,e,n_e,0.1036968231201171,0.1521000862121582,0.0775973796844482,0,84.64,4.21,78.89541879195052
User_1,n,o_n,0.1008992195129394,0.1515364646911621,0.048403263092041,0,84.64,3.05,79.1888607435611
User_1,o,<space>_o,0.1489622592926025,0.1982529163360595,0.0506372451782226,0,84.64,0.0,60.528743898317956
User_1,<space>,e_<space>,0.1309704780578613,0.0687015056610107,0.049290657043457,1,84.64,0.0,174.66866096371757
User_1,e,r_e,0.0622689723968505,0.1194708347320556,0.109882116317749,0,84.64,1.0,100.44292422425205
User_1,r,a_r,0.0826432704925537,0.1501669883728027,0.057201862335205,0,84.64,2.69,79.91103857133332
User_1,a,<space>_a,0.0317828655242919,0.091191291809082,0.067523717880249,0,84.64,0.0,131.59151232469858
User_1,<space>,e_<space>,0.1413886547088623,0.0661444664001464,0.05940842628479,1,84.64,0.0,181.42107198212187
User_1,e,w_e,0.0752441883087158,0.0807454586029052,0.0751163959503173,0,84.64,1.0,148.6151692940938
User_1,w,START,0.0,0.0,0.0055012702941894,1,84.64,0.0,1200.0
User_1,r,u_r,0.0519859790802001,0.1118450164794921,0.0958805084228515,0,84.64,3.0,107.291324886168
User_1,u,c_u,0.1642763614654541,0.0752906799316406,0.0598590373992919,1,84.64,3.86,159.3822769417845
User_1,c,e_c,0.0889856815338134,0.1409046649932861,0.0935454368591308,0,84.64,2.12,85.16396529931626
User_1,e,s_e,0.0683612823486328,0.1427047252655029,0.0519189834594726,0,84.64,1.12,84.08971726531084
User_1,s,<space>_s,0.275806188583374,0.335829496383667,0.0743434429168701,0,84.64,0.0,35.73241817416375
User_1,<space>,g_<space>,0.0709764957427978,0.0590355396270751,0.0600233078002929,1,84.64,0.0,203.2673890304632
User_1,g,n_g,0.0119409561157226,0.0596768856048584,0.0767652988433837,0,84.64,1.56,201.08287954998542
User_1,n,i_n,0.0873875617980957,0.1295056343078613,0.0477359294891357,0,84.64,2.39,92.66006119450797
User_1,i,d_i,0.1064269542694091,0.0656476020812988,0.0421180725097656,1,84.64,4.61,182.79418622387837
User_1,d,a_d,0.0407793521881103,0.10693359375,0.0843322277069091,0,84.64,2.0,112.21917808219177
User_1,a,e_a,0.0732533931732177,0.1417186260223388,0.0661542415618896,0,84.64,1.8,84.67482600422942
User_1,e,l_e,0.023003339767456,0.0774579048156738,0.0684652328491211,0,84.64,6.58,154.92285814541899
User_1,l,b_l,0.3717703819274902,0.4132428169250488,0.0544545650482177,0,84.64,3.93,29.03861726936316
User_1,b,<space>_b,0.0796296596527099,0.1390016078948974,0.0414724349975585,0,84.64,0.0,86.32993662255691
User_1,<space>,e_<space>,0.1335287094116211,0.0755252838134765,0.0593719482421875,1,84.64,0.0,158.88718842336556
User_1,e,h_e,0.0580034255981445,0.1065213680267334,0.081864595413208,0,84.64,3.64,112.6534536900464
User_1,<space>,n_<space>,0.0878701210021972,0.131317138671875,0.0572068691253662,0,84.64,0.0,91.38182663258192
User_1,n,i_n,0.0949180126190185,0.1581075191497802,0.0434470176696777,0,84.64,2.39,75.89771861913806
User_1,i,<space>_i,0.3660297393798828,0.4193780422210693,0.0631895065307617,0,84.64,0.0,28.61380137225775
User_1,<space>,s_<space>,0.0010151863098144,0.0638165473937988,0.0533483028411865,0,84.64,0.0,188.03900383313538
User_1,s,d_s,0.1342182159423828,0.0010199546813964,0.0628013610839843,1,84.64,1.0,1200.0
User_1,d,t_d,0.1331982612609863,0.214195966720581,0.0468957424163818,0,84.64,1.8,56.02346385753388
User_1,t,r_t,0.0827524662017822,0.1603927612304687,0.0809977054595947,0,84.64,1.0,74.81634400418591
User_1,r,e_r,0.0702567100524902,0.1496155261993408,0.0776402950286865,0,84.64,1.0,80.20557962688817
User_1,p,x_p,0.0113465785980224,0.1024787425994873,0.0652179718017578,0,84.64,7.57,117.0974554879056
User_1,x,e_x,0.0965511798858642,0.1645205020904541,0.0911321640014648,0,84.64,2.02,72.93923764834092
User_1,e,<space>_e,0.0721967220306396,0.1285698413848877,0.0679693222045898,0,84.64,0.0,93.33448552741622
User_1,<space>,y_<space>,0.1501533985137939,0.0760920047760009,0.056373119354248,1,84.64,0.0,157.70382230466285
User_1,y,t_y,0.0740613937377929,0.1555335521697998,0.084367036819458,0,84.64,1.0,77.15377056970515
User_1,t,i_t,0.0327649116516113,0.0980443954467773,0.0814721584320068,0,84.64,3.0,122.39353351425493
User_1,i,r_i,0.1281156539916992,0.076129674911499,0.065279483795166,1,84.64,4.0,157.62578802484103
User_1,a,START,0.0,0.0,0.1041846275329589,1,76.14,0.0,1200.0
User_1,y,t_y,0.0706179141998291,0.1296155452728271,0.0809953212738037,0,84.64,1.0,92.58148761972386
User_1,t,i_t,0.0690860748291015,0.1310141086578369,0.058997631072998,0,84.64,3.0,91.59318887815212
User_1,i,s_i,0.151700735092163,0.0530633926391601,0.0619280338287353,1,84.64,5.59,226.14460559659267
User_1,s,r_s,0.0986373424530029,0.136467695236206,0.0772812366485595,0,84.64,1.8,87.9328985459139
User_1,r,e_r,0.0849325656890869,0.1458606719970703,0.0378303527832031,0,84.64,1.0,82.2702914754227
User_1,e,v_e,0.0814037322998046,0.1578619480133056,0.0609281063079834,0,84.64,2.62,76.01578563434782
User_1,v,i_v,0.0274157524108886,0.0818564891815185,0.0764582157135009,0,84.64,3.86,146.5980293069954
User_1,i,n_i,0.1024897098541259,0.1700265407562255,0.0544407367706298,0,84.64,2.39,70.57721663116658
User_1,n,u_n,0.1023707389831543,0.168924331665039,0.0675368309020996,0,84.64,2.02,71.03772370575285
User_1,u,<space>_u,0.4310371875762939,0.5063862800598145,0.0665535926818847,0,84.64,0.0,23.697324498172733
User_1,<space>,s_<space>,0.0184416770935058,0.1096029281616211,0.0753490924835205,0,84.64,0.0,109.4861259756193
User_1,s,i_s,0.0572035312652587,0.1155266761779785,0.0911612510681152,0,84.64,5.59,103.87211332483069
User_1,i,h_i,0.1225652694702148,0.1882331371307373,0.0583231449127197,0,84.64,1.8,63.75073051917209
User_1,h,t_h,0.1846692562103271,0.0854077339172363,0.0656678676605224,1,84.64,1.8,140.50249842278342
User_1,t,<space>_t,0.0992615222930908,0.156468391418457,0.0913341045379638,0,84.64,0.0,76.69280607549264
User_1,e,t_e,0.0945444107055664,0.163771390914917,0.0582869052886962,0,76.14,2.0,73.27287100000437
User_1,t,a_t,0.0818634033203125,0.1704609394073486,0.0692269802093505,0,76.14,3.64,70.39735931129496
User_1,a,w_a,0.0616085529327392,0.1395039558410644,0.0885975360870361,0,76.14,1.12,86.01906610929005
User_1,w,<space>_w,0.2148599624633789,0.2804195880889892,0.0778954029083252,0,76.14,0.0,42.79301628598029
User_1,<space>,o_<space>,0.1278126239776611,0.1758069992065429,0.0655596256256103,0,76.14,0.0,68.25666813129588
User_1,o,t_o,0.0676252841949462,0.1547660827636718,0.0479943752288818,0,76.14,4.0,77.53636834191914
User_1,t,a_t,0.1047611236572265,0.1870269775390625,0.0871407985687255,0,76.14,3.64,64.16186668842295
User_1,a,m_a,0.0441803932189941,0.1011652946472168,0.0822658538818359,0,76.14,6.28,118.61775366588266
User_1,m,o_m,0.1210100650787353,0.1533236503601074,0.0569849014282226,0,76.14,2.39,78.2658120375813
User_1,o,t_o,0.1299893856048584,0.0769410133361816,0.032313585281372,1,76.14,4.0,155.9636334339385
User_1,t,<space>_t,0.0530483722686767,0.1167032718658447,0.084965705871582,0,76.14,0.0,102.82488064083158
User_1,<space>,e_<space>,0.1123242378234863,0.0657587051391601,0.0636548995971679,1,76.14,0.0,182.48534509013402
User_1,e,l_e,0.0465655326843261,0.1007173061370849,0.0840852260589599,0,76.14,6.58,119.14536299915495
User_1,l,p_l,0.0828158855438232,0.134296178817749,0.0541517734527587,0,76.14,1.12,89.35473894819442
User_1,p,p_p,0.0618393421173095,0.1084792613983154,0.0514802932739257,0,76.14,0.0,110.62022220024399
User_1,s,<space>_s,0.1217544078826904,0.1921544075012207,0.0816338062286377,0,76.14,0.0,62.44977753072756
User_1,<space>,a_<space>,0.1131608486175537,0.0582215785980224,0.0703999996185302,1,76.14,0.0,206.1091486861128
User_1,a,<space>_a,0.0549392700195312,0.1233205795288086,0.0980482101440429,0,76.14,0.0,97.3073597760438
User_1,<space>,t_<space>,0.168302297592163,0.066190481185913,0.0683813095092773,1,76.14,0.0,181.29495034633322
User_1,t,a_t,0.10211181640625,0.1984899044036865,0.0785820484161377,0,76.14,3.64,60.45647528548624
User_1,a,e_a,0.0569641590118408,0.1378133296966552,0.0963780879974365,0,76.14,1.8,87.07430570332738
User_1,e,<space>_e,0.4531669616699219,0.5734529495239258,0.0808491706848144,0,76.14,0.0,20.92586673407516
User_1,<space>,e_<space>,0.1700589656829834,0.2809505462646484,0.1202859878540039,0,76.14,0.0,42.7121433275175
User_1,e,l_e,0.0312495231628417,0.1040754318237304,0.110891580581665,0,76.14,6.58,115.30098688731898
User_1,l,t_l,0.0371763706207275,0.1209950447082519,0.0728259086608886,0,76.14,4.61,99.17761532246945
User_1,t,t_t,0.0850212574005127,0.1527655124664306,0.0838186740875244,0,76.14,0.0,78.55176084089616
User_1,t,o_t,0.027318000793457,0.0660920143127441,0.0677442550659179,0,76.14,4.0,181.56505176580944
User_1,o,b_o,0.1392779350280761,0.1813483238220214,0.0387740135192871,0,76.14,3.86,66.17100035496894
User_1,b,<space>_b,0.0924122333526611,0.147953987121582,0.0420703887939453,0,76.14,0.0,81.10629685254061
User_1,<space>,r_<space>,0.111978530883789,0.0392332077026367,0.0555417537689209,1,76.14,0.0,305.8633413549189
User_1,r,e_r,0.0727453231811523,0.1310322284698486,0.0727906227111816,0,76.14,1.0,91.5805228998397
User_1,t,o_t,0.0672824382781982,0.1107699871063232,0.0667479038238525,0,76.14,4.0,108.33259363370452
User_1,o,h_o,0.136030912399292,0.2066984176635742,0.043487548828125,0,76.14,2.69,58.055596823829596
User_1,h,<space>_h,0.2154948711395263,0.2940411567687988,0.0706675052642822,0,76.14,0.0,40.81061349325144
User_1,<space>,r_<space>,0.0351374149322509,0.1017513275146484,0.0785462856292724,0,76.14,0.0,117.93457926406363
User_1,r,e_r,0.0821795463562011,0.1469960212707519,0.0666139125823974,0,76.14,1.0,81.63486260554771
User_1,e,t_e,0.0980777740478515,0.1705093383789062,0.0648164749145507,0,76.14,2.0,70.37737706385074
User_1,t,a_t,0.1005761623382568,0.1745796203613281,0.0724315643310546,0,76.14,3.64,68.73654539495249
User_1,a,w_a,0.0683224201202392,0.1468594074249267,0.0740034580230712,0,76.14,1.12,81.71080225918996
User_1,w,<space>_w,0.38775634765625,0.4994442462921142,0.0785369873046875,0,76.14,0.0,24.026705861741892
User_1,<space>,e_<space>,0.0935771465301513,0.1924645900726318,0.1116878986358642,0,76.14,0.0,62.34913131538362
User_1,e,l_e,0.0379652976989746,0.1068847179412841,0.0988874435424804,0,76.14,6.58,112.27049321112551
User_1,l,t_l,0.0063364505767822,0.0904226303100586,0.0689194202423095,0,76.14,4.61,132.71014080050625
User_1,t,t_t,0.0786600112915039,0.1504456996917724,0.0840861797332763,0,76.14,0.0,79.76299771003862
User_1,t,u_t,0.0100224018096923,0.0768649578094482,0.0717856884002685,0,76.14,2.0,156.1179546829201
User_1,u,h_u,0.0916037559509277,0.1663770675659179,0.0668425559997558,0,76.14,1.12,72.12532457482848
User_1,h,s_h,0.1865105628967285,0.064756155014038,0.0747733116149902,1,76.14,4.0,185.31057005158215
User_1,<space>,m_<space>,0.06986665725708,0.1148483753204345,0.0525891780853271,0,113.65,0.0,104.48558777187063
User_1,m,a_m,0.1065826416015625,0.0760679244995117,0.0449817180633544,1,113.65,6.28,157.75374547095774
User_1,a,<space>_a,0.0305147171020507,0.0789828300476074,0.0929930210113525,0,113.65,0.0,151.93175520257915
User_1,<space>,i_<space>,0.0963423252105712,0.0983383655548095,0.0484681129455566,0,113.65,0.0,122.02765352360595
User_1,i,START,0.0,0.0,0.0019960403442382,1,113.65,0.0,1200.0
User_1,l,t_l,0.0162715911865234,0.0922715663909912,0.0630810260772705,0,76.14,4.61,130.0508972520445
User_1,t,t_t,0.0848951339721679,0.158022403717041,0.0759999752044677,0,76.14,0.0,75.93859932347004
User_1,t,o_t,0.1320645809173584,0.2149384021759033,0.073127269744873,0,76.14,4.0,55.82994885287799
User_1,o,r_o,0.1623270511627197,0.2569320201873779,0.0828738212585449,0,76.14,5.0,46.70496106810091
User_1,r,h_r,0.0499711036682128,0.119626760482788,0.0946049690246582,0,76.14,2.69,100.31200336421858
User_1,h,t_h,0.2297375202178955,0.0800981521606445,0.0696556568145752,1,76.14,1.8,149.81619021538538
User_1,t,<space>_t,0.1496393680572509,0.2222166061401367,0.0982320308685302,0,76.14,0.0,54.00136474243706
User_1,<space>,e_<space>,0.1554250717163086,0.2543237209320068,0.0725772380828857,0,76.14,0.0,47.18395891670753
User_1,e,l_e,0.0336346626281738,0.1162772178649902,0.0988986492156982,0,76.14,6.58,103.20164362664087
User_1,l,t_l,0.1995315551757812,0.2770438194274902,0.0826425552368164,0,76.14,4.61,43.314447601819616
User_1,t,t_t,0.0918478965759277,0.1585958003997802,0.0775122642517089,0,76.14,0.0,75.66404639814556
User_1,2,<space>_2,0.1930925846099853,0.28753662109375,0.0857951641082763,0,81.21,0.0,41.73381447675653
User_1,<space>,r_<space>,0.0196130275726318,0.1034491062164306,0.0944440364837646,0,81.21,0.0,115.99906890344951
User_1,r,e_r,0.0738513469696044,0.1377856731414795,0.0838360786437988,0,81.21,1.0,87.09178339375168
User_1,e,s_e,0.0646355152130127,0.1450386047363281,0.063934326171875,0,81.21,1.12,82.73659293548303
User_1,s,u_s,0.0161945819854736,0.0520179271697998,0.0804030895233154,0,81.21,4.61,230.68969974195505
User_1,u,<space>_u,0.1037220954895019,0.1668684482574463,0.0358233451843261,0,81.21,0.0,71.91293576054763
User_1,<space>,m_<space>,0.0625536441802978,0.1149098873138427,0.0631463527679443,0,81.21,0.0,104.42965597229691
User_1,m,a_m,0.0992918014526367,0.0716795921325683,0.0523562431335449,1,81.21,6.28,167.41166687732428
User_1,a,<space>_a,0.0276122093200683,0.0862135887145996,0.1060681343078613,0,81.21,0.0,139.18919486955417
User_1,<space>,i_<space>,0.0891308784484863,0.1672322750091552,0.0586013793945312,0,81.21,0.0,71.75648360547063
User_1,i,START,0.0,0.0,0.0781013965606689,1,81.21,0.0,1200.0
User_1,<space>,r_<space>,0.1279249191284179,0.0542716979980468,0.0684208869934082,1,113.65,0.0,221.10972095311763
User_1,r,e_r,0.0736532211303711,0.118072509765625,0.0891861915588378,0,113.65,1.0,101.63246316877746
User_1,e,s_e,0.0796761512756347,0.1629774570465088,0.0444192886352539,0,113.65,1.12,73.6298149294081
User_1,s,u_s,0.0485363006591796,0.0765810012817382,0.083301305770874,0,113.65,4.61,156.69682818395805
User_1,u,<space>_u,0.1163907051086425,0.1689798831939697,0.0280447006225585,0,113.65,0.0,71.01437030954368
User_1,o,r_o,0.0287225246429443,0.1224029064178466,0.0405335426330566,0,81.21,5.0,98.03688777646848
User_1,r,b_r,0.025317907333374,0.077239990234375,0.0936803817749023,0,81.21,2.62,155.3599367838799
User_1,b,<space>_b,0.0784780979156494,0.1617803573608398,0.0519220829010009,0,81.21,0.0,74.17464144447918
User_1,<space>,2_<space>,0.2104382514953613,0.2753334045410156,0.0833022594451904,0,81.21,0.0,43.583523837233464
User_1,2,<space>_2,0.0832304954528808,0.1464121341705322,0.0648951530456543,0,81.21,0.0,81.9604199336587
User_1,<space>,r_<space>,0.1199691295623779,0.0530197620391845,0.0631816387176513,1,81.21,0.0,226.33070271291191
User_1,r,e_r,0.0669493675231933,0.1252856254577636,0.0777118206024169,0,81.21,1.0,95.78113974492192
User_1,e,s_e,0.0646722316741943,0.1418964862823486,0.0583362579345703,0,81.21,1.12,84.56869027836353
User_1,s,u_s,0.0339457988739013,0.0759565830230712,0.0772242546081543,0,81.21,4.61,157.98498987711304
User_1,u,<space>_u,0.1227791309356689,0.1785097122192382,0.0420107841491699,0,81.21,0.0,67.22323312729394
User_1,<space>,m_<space>,0.0802159309387207,0.127237319946289,0.0557305812835693,0,81.21,0.0,94.31195191053685
User_1,m,a_m,0.139556884765625,0.068744421005249,0.0470213890075683,1,81.21,6.28,174.5596198865903
User_1,a,<space>_a,0.0708124637603759,0.1357617378234863,0.1147663593292236,0,81.21,0.0,88.39014727111163
User_1,<space>,i_<space>,0.1601283550262451,0.2019283771514892,0.0649492740631103,0,81.21,0.0,59.42701154378837
User_1,i,<space>_i,0.2719466686248779,0.3536162376403808,0.0418000221252441,0,81.21,0.0,33.93509325271344
User_1,<space>,2_<space>,0.3735249042510986,0.459320068359375,0.0816695690155029,0,81.21,0.0,26.125573051624478
User_1,w,<space>_w,0.025684118270874,0.0896105766296386,0.1060121059417724,0,89.37,0.0,133.91276399878686
User_1,<space>,o_<space>,0.1285145282745361,0.1672940254211425,0.0639264583587646,0,89.37,0.0,71.72999734922661
User_1,o,r_o,0.0009994506835937,0.0988502502441406,0.0387794971466064,0,89.37,5.0,121.39574730830088
User_1,r,b_r,0.0402281284332275,0.1200621128082275,0.0978507995605468,0,89.37,2.62,99.94826610428994
User_1,b,START,0.0,0.0,0.079833984375,1,89.37,0.0,1200.0
User_1,e,m_e,0.1615293025970459,0.0670781135559082,0.0852932929992675,1,81.21,5.11,178.8959075302297
User_1,m,<space>_m,0.0944511890411377,0.1522064208984375,0.0837149620056152,0,81.21,0.0,78.8403007518797
User_1,<space>,t_<space>,0.1302554607391357,0.034867525100708,0.0577552318572998,1,81.21,0.0,344.159786659373
User_1,t,c_t,0.0953879356384277,0.1895308494567871,0.0713756084442138,0,81.21,2.39,63.31423108371596
User_1,c,i_c,0.0179579257965087,0.0763473510742187,0.0941429138183593,0,81.21,4.74,157.1763765364246
User_1,i,d_i,0.0293664932250976,0.093273639678955,0.0583894252777099,0,81.21,4.61,128.65371225250385
User_1,d,e_d,0.198136568069458,0.2607951164245605,0.0639071464538574,0,81.21,1.12,46.013131551377064
User_1,e,r_e,0.0708835124969482,0.1311838626861572,0.0626585483551025,0,81.21,1.0,91.4746658185288
User_1,r,p_r,0.0020086765289306,0.0628242492675781,0.0603003501892089,0,81.21,6.0,191.0090473009898
User_1,p,<space>_p,0.0806219577789306,0.1739592552185058,0.0608155727386474,0,81.21,0.0,68.98167036256338
User_1,<space>,o_<space>,0.2030608654022216,0.2435944080352783,0.0933372974395752,0,81.21,0.0,49.26221458360454
User_1,<space>,i_<space>,0.10146164894104,0.1386771202087402,0.0563161373138427,0,89.37,0.0,86.53193823131967
User_1,i,<space>_i,0.123547077178955,0.1664581298828125,0.0372154712677001,0,89.37,0.0,72.09020075167292
User_1,<space>,k_<space>,0.0810012817382812,0.1401529312133789,0.0429110527038574,0,89.37,0.0,85.62075652724192
User_1,k,n_k,0.0703272819519043,0.1159651279449462,0.0591516494750976,0,89.37,2.06,103.4793839549501
User_1,n,i_n,0.0795521736145019,0.1312236785888672,0.0456378459930419,0,89.37,2.39,91.44691056556054
User_1,i,h_i,0.0954759120941162,0.1536026000976562,0.0516715049743652,0,89.37,1.8,78.12367754433022
User_1,h,t_h,0.1298279762268066,0.0470764636993408,0.05812668800354,1,89.37,1.8,254.9044481471541
User_1,t,<space>_t,0.0827515125274658,0.1463840007781982,0.0765674114227294,0,89.37,0.0,81.9761718234663
User_1,<space>,u_<space>,0.126234769821167,0.17991304397583,0.0636324882507324,0,89.37,0.0,66.69888816739775
User_1,u,<space>_u,0.1462829113006591,0.2002625465393066,0.053678274154663,0,89.37,0.0,59.921339298682575
User_1,<space>,o_<space>,0.1189525127410888,0.173586368560791,0.0539796352386474,0,89.37,0.0,69.12985218535479
User_1,o,d_o,0.104621410369873,0.050570011138916,0.0546338558197021,1,89.37,5.59,237.2947865689797
User_1,d,<space>_d,0.054051399230957,0.1194069385528564,0.0828330516815185,0,89.37,0.0,100.49667251696691
User_1,<space>,o_<space>,0.000901460647583,0.0502707958221435,0.0653555393218994,0,89.37,0.0,238.70718184879397
User_1,o,h_o,0.1141481399536132,0.1642556190490722,0.0493693351745605,0,89.37,2.69,73.05686143020128
User_1,h,w_h,0.1209273338317871,0.095243215560913,0.0501074790954589,1,89.37,4.61,125.99322617709578
User_1,<space>,3_<space>,0.1423888206481933,0.2338366508483886,0.0782463550567627,0,94.52,0.0,51.317874920216745
User_1,3,<space>_3,0.0618813037872314,0.13545823097229,0.0914478302001953,0,94.52,0.0,88.58819367318311
User_1,<space>,r_<space>,0.185096263885498,0.0598180294036865,0.0735769271850586,1,94.52,0.0,200.6084138783157
User_1,r,e_r,0.1252782344818115,0.1777639389038086,0.0773208141326904,0,94.52,1.0,67.50525485651747
User_1,e,s_e,0.0729811191558837,0.1712796688079834,0.052485704421997,0,94.52,1.12,70.06085476176888
User_1,s,u_s,0.1596901416778564,0.0496444702148437,0.0982985496520996,1,94.52,4.61,241.71876440756134
User_1,u,<space>_u,0.1100456714630127,0.1763327121734619,0.0607147216796875,0,94.52,0.0,68.0531697839217
User_1,<space>,m_<space>,0.0793437957763671,0.1318128108978271,0.0662870407104492,0,94.52,0.0,91.0381921018408
User_1,m,a_m,0.1342749595642089,0.0627481937408447,0.0524690151214599,1,94.52,6.28,191.24056462184402
User_1,a,<space>_a,0.0715267658233642,0.1262514591217041,0.0961430072784423,0,94.52,0.0,95.04840643807704
User_1,<space>,i_<space>,0.093320608139038,0.0952727794647216,0.0547246932983398,0,94.52,0.0,125.95412947350256
User_1,i,START,0.0,0.0,0.0019521713256835,1,94.52,0.0,1200.0
User_1,?,<shift_r>_?,0.2446169853210449,0.081045389175415,0.1087143421173095,1,89.37,0.0,148.06517831664857
User_1,m,a_m,0.0837965011596679,0.0388743877410888,0.0680146217346191,1,89.37,6.28,308.6865336612476
User_1,a,<space>_a,0.0449221134185791,0.1012382507324218,0.1049356460571289,0,89.37,0.0,118.53227325822382
User_1,<space>,t_<space>,0.1382770538330078,0.0339298248291015,0.0700397491455078,1,94.52,0.0,353.6711450896628
User_1,t,c_t,0.1043472290039062,0.2099168300628662,0.0972862243652343,0,94.52,2.39,57.16549738487487
User_1,c,e_c,0.098825454711914,0.1666827201843261,0.1055696010589599,0,94.52,2.12,71.99306554830518
User_1,e,r_e,0.0678246021270752,0.1325533390045166,0.0678572654724121,0,94.52,1.0,90.52959427593984
User_1,r,r_r,0.0751459598541259,0.1356649398803711,0.0647287368774414,0,94.52,0.0,88.4532142982672
User_1,r,o_r,0.1032209396362304,0.1415956020355224,0.0605189800262451,0,94.52,5.0,84.74839491829367
User_1,o,c_o,0.2163436412811279,0.0670557022094726,0.0383746623992919,1,94.52,5.66,178.95569809281372
User_1,c,<space>_c,0.1492879390716552,0.1871421337127685,0.0850603580474853,0,94.52,0.0,64.12238527972524
User_1,<space>,s_<space>,0.0203025341033935,0.1252846717834472,0.0378541946411132,0,94.52,0.0,95.781868836611
User_1,s,i_s,0.0088565349578857,0.0760631561279296,0.1049821376800537,0,94.52,5.59,157.76363499586267
User_1,i,h_i,0.0999610424041748,0.1646511554718017,0.0672066211700439,0,94.52,1.8,72.88135917184698
User_1,h,t_h,0.1455345153808593,0.0377922058105468,0.0646901130676269,1,94.52,1.8,317.5257898455644
